task_id,algorithm,action_id,action,digital_twin_orchestration,reference_action,priority_score,high_priority,dependency_count,dependency_met,deadline_ms,exec_delay_ms,exec_energy_kj,exec_cpu_util,bandwidth_utilization,deadline_met,compute_energy_kj,comm_energy_kj,data_in_mb,data_out_mb,cpu_cores,memory_quota,priority_qos,failure_probability,original_action_id,original_action,reorchestrated,dt_recovered,dt_recovery_time_ms,trust_threshold,dt_timeliness,dt_reliability,dt_availability,dtt_score,trust_violation,dt_original_predicted_dtt,dt_selected_predicted_dtt,fuzzy_pred_action,task_count,avg_delay_ms,avg_energy_kj,success_rate,advanced_task_priority_rate,high_priority_completion_rate,dependency_aware_success_rate,fuzzy_accuracy,edge_hourly_energy_kj,edge_cpu_utilization,edge_bandwidth_utilization,edge_cpu_bw_utilization,avg_dtt_score,trust_violation_rate,high_priority_trusted_completion_rate,reorchestration_count,reorchestration_rate,dt_recovered_count,dt_recovered_rate,avg_recovery_time_ms
2418,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.005426170500016,15.928864014675717,0.02954318518308237,0.74095318878528,0.7609562164108978,1,0.028198782838641193,0.0013444023444411767,1.5744744873046874,1.1021321411132812,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2419,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.93558038106726,21.88829254715634,0.028957269946691334,0.7409191463286628,0.754920473003447,1,0.027791577263457046,0.001165692683234288,1.2810147953033448,0.8967103567123413,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2420,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.67243505872138,23.7715684111431,0.028836164583144135,0.7400340424566171,0.7455448001606225,1,0.027041142692062266,0.0017950218910818686,0.825166711807251,0.5776166982650757,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2421,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.27788704494067,28.618045713668682,0.036359031518348225,0.7400340424566171,0.7666217793991391,1,0.028446274641296704,0.007912756877051518,1.849935894012451,1.2949551258087157,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2422,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.656457146375956,21.203372887267093,0.0356461045048102,0.7400680849132343,0.7556679075029826,0,0.027720839196240365,0.007925265308569832,1.3173552894592284,0.9221487026214599,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2423,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.07238329233695,19.461238851509755,0.03321959679208801,0.7400680849132343,0.7603895667851747,1,0.028035616481719837,0.005183980310368177,1.5469238090515136,1.0828466663360594,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2424,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.915768533522986,22.72147466399116,0.029015841039415402,0.7400340424566171,0.7579226794988357,1,0.027866334647943143,0.0011495063914722578,1.42698299407959,0.9988880958557129,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2425,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.60822884477222,16.18986114626317,0.030824584717669926,0.7401021273698514,0.7738978777008878,0,0.02894099322412147,0.0018835914935484551,2.2037020206451414,1.5425914144515989,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2426,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.44105293541189,23.443448399239895,0.03028795428087332,0.7400680849132343,0.7695401807714366,1,0.0286456574141373,0.0016422968667360205,1.9918294620513917,1.3942806234359741,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2427,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.15876720076325,26.817686377252635,0.03781292329188085,0.7400340424566171,0.768357394529684,1,0.028561982316666363,0.00925094097521449,1.9343220329284667,1.3540254230499267,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2428,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.20332488973983,23.83936137866345,0.0356958922405691,0.7401021273698514,0.7621699745120069,0,0.028159133011529412,0.0075367592290396905,1.633487777709961,1.1434414443969727,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2429,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.9591117197285,18.736376319972763,0.028568302610916134,0.7400680849132343,0.7528836193168008,0,0.027535219983828244,0.0010330826270878903,1.1819823455810547,0.8273876419067383,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2430,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.08712506389915,25.74273563965815,0.029460768738952734,0.7400680849132343,0.7601480386143011,1,0.028019514603661606,0.001441254135291129,1.5351806354522706,1.0746264448165894,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2431,DT-FedDQL,1,edge,1,0,0.3,0,1,1,35.932337933065774,16.768973606922387,0.02885223605430389,0.7400680849132343,0.7504016267246749,1,0.027369753811019856,0.001482482243284035,1.0613071060180663,0.7429149742126464,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2432,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.06909963566791,19.2019573713043,0.029074086474686157,0.7401021273698514,0.7568587304892359,1,0.027805050076678012,0.0012690363980081465,1.3752534675598145,0.9626774272918701,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2433,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.25652333072954,19.709326143555515,0.02729160507938272,0.7401021273698514,0.7414217223085371,1,0.026775916197964756,0.0005156888814179647,0.6247014045715332,0.43729098320007326,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2434,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.19109522869645,24.798083745956326,0.029591885952207058,0.7401361698264686,0.758729263990681,1,0.027934574991461777,0.001657310960745279,1.4661993789672851,1.0263395652770995,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2435,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.21587952696102,23.759346746759707,0.03231395695760436,0.7400680849132343,0.7652446741178905,1,0.0283592903039009,0.0039546666537034585,1.782980613708496,1.248086429595947,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2436,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.59319527172441,21.033431194134728,0.03135115868678394,0.7401021273698514,0.7777470242356854,1,0.02919760299310798,0.0021535556936759567,2.3908487033843993,1.6735940923690793,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2437,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.63237375729757,17.50185753972163,0.03535075060581205,0.7401021273698514,0.7712851166268961,0,0.02876680915252203,0.006583941453290019,2.0766687774658203,1.4536681442260742,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2438,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.1122313855028,22.590305195581855,0.029616880164764808,0.7401021273698514,0.7607229338814302,1,0.02806266363615763,0.0015542165286071769,1.5631322193145751,1.0941925535202026,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2439,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.77275879325771,24.4060737489986,0.03174320597485319,0.7401021273698514,0.7788094923329532,0,0.029268434199592498,0.002474771775260689,2.4425062274932863,1.7097543592453004,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2440,DT-FedDQL,1,edge,1,1,1.0,1,0,1,25.962302378904145,7.4656992072492,0.012177958022148523,0.7812482234092953,0.7845437684625537,1,0.010676593609840784,0.0015013644123077392,1.5013644123077392,1.0509550886154173,4.0,2048.0,1,0.004,1,edge,0,0,0.0,0.8,1.0,0.996,1.0,0.996,0,0.996,0.996,1,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2441,DT-FedDQL,1,edge,1,0,0.65,0,0,1,31.137021211750437,18.822477953118536,0.031558194580628404,0.7408851038720458,0.757764117921223,1,0.02797633090995468,0.0035818636706737256,1.419273681640625,0.9934915771484375,,,0,0.10250000000000001,1,edge,0,0,0.0,0.8,1.0,0.8975,1.0,0.8975,0,0.8975,0.8975,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2442,DT-FedDQL,1,edge,1,0,0.65,0,0,1,31.48341447881546,25.162818493157957,0.030589738874778144,0.7417021228308572,0.768446682755203,1,0.028804246251384974,0.0017854926233931683,1.9386632537841797,1.3570642776489257,,,0,0.10250000000000001,1,edge,0,0,0.0,0.8,1.0,0.8975,1.0,0.8975,0,0.8975,0.8975,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2443,DT-FedDQL,1,edge,1,1,1.0,1,0,1,26.21085548833643,8.221137134832354,0.012738555232971674,0.7811347485539049,0.7909493105865122,1,0.010863463518112664,0.0018750917148590087,1.8750917148590087,1.312564200401306,4.0,2048.0,1,0.004,1,edge,0,0,0.0,0.8,1.0,0.996,1.0,0.996,0,0.996,0.996,1,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2444,DT-FedDQL,1,edge,1,0,0.65,0,0,1,31.261599225067066,20.15356009810754,0.02976811685246164,0.7409872312418971,0.7614963459370377,1,0.028239614155071282,0.0015285026973903583,1.6007357501983643,1.120515025138855,,,0,0.10250000000000001,1,edge,0,0,0.0,0.8,1.0,0.8975,1.0,0.8975,0,0.8975,0.8975,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2445,DT-FedDQL,1,edge,1,0,0.65,0,0,1,30.648121693375067,15.868229298181049,0.02786319513661131,0.7415999954610057,0.7430913809383174,1,0.027099424752863647,0.0007637703837476617,0.7058807182312011,0.49411650276184077,,,0,0.10250000000000001,1,edge,0,0,0.0,0.8,1.0,0.8975,1.0,0.8975,0,0.8975,0.8975,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2446,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.349909693497615,19.280216097140094,0.02919825050939894,0.7414638256345372,0.7571473126389499,1,0.028017196140822764,0.001181054368576179,1.3892844200134278,0.9724990940093994,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2447,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.17763519460977,19.623460710930487,0.02872227866888535,0.7411914859816,0.7519829119600776,1,0.02763432131139851,0.0010879573574868395,1.1381896781921386,0.796732774734497,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2448,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.812977504817326,17.029792626528145,0.03593550456897603,0.7417021228308572,0.7712553451891916,1,0.02899149041365088,0.006944014155325156,2.0752212810516357,1.452654896736145,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2449,DT-FedDQL,1,edge,1,1,1.0,1,0,1,25.92345109228377,6.049034982936995,0.01208356928664491,0.7807943239877334,0.783808934042431,1,0.010625078323662732,0.001458490962982178,1.4584909629821778,1.0209436740875244,4.0,2048.0,1,0.004,1,edge,0,0,0.0,0.8,1.0,0.996,1.0,0.996,0,0.996,0.996,1,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2450,DT-FedDQL,1,edge,1,0,0.65,0,0,1,30.963269376743042,18.028278831136216,0.03224680130563742,0.7410553161551314,0.7524467590054783,1,0.02764595372234218,0.004600847583295237,1.1607420635223389,0.8125194444656372,,,0,0.10250000000000001,1,edge,0,0,0.0,0.8,1.0,0.8975,1.0,0.8975,0,0.8975,0.8975,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2451,DT-FedDQL,1,edge,1,1,1.0,1,0,1,26.150241242667175,7.257366850781611,0.0125712197305314,0.7809077988431239,0.7892267963975841,1,0.010796627016221708,0.0017745927143096923,1.7745927143096925,1.2422149000167846,4.0,2048.0,1,0.004,1,edge,0,0,0.0,0.8,1.0,0.996,1.0,0.996,0,0.996,0.996,1,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2452,DT-FedDQL,1,edge,1,0,0.65,0,0,1,31.07806979957029,24.94426351381185,0.032313597235804264,0.7418382926573258,0.7562965671452159,1,0.02801352926946888,0.004300067966335385,1.347920913696289,0.9435446395874023,,,0,0.10250000000000001,1,edge,0,0,0.0,0.8,1.0,0.8975,1.0,0.8975,0,0.8975,0.8975,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2453,DT-FedDQL,1,edge,1,0,0.65,0,0,1,30.912222544318496,19.94932901849246,0.030574284203787064,0.7414297831779201,0.7508623130520203,1,0.027593373487006696,0.002980910716780366,1.0837058162689208,0.7585940713882445,,,0,0.10250000000000001,1,edge,0,0,0.0,0.8,1.0,0.8975,1.0,0.8975,0,0.8975,0.8975,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2454,DT-FedDQL,1,edge,1,0,0.65,0,0,1,31.668380846968475,16.68104379704115,0.031097826131736513,0.7421787172234973,0.7736985164981591,0,0.029221886039872715,0.0018759400918637956,2.194009017944336,1.5358063125610353,,,0,0.10250000000000001,1,edge,0,0,0.0,0.8,1.0,0.8975,1.0,0.8975,1,0.8975,0.8975,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2455,DT-FedDQL,1,edge,1,1,1.0,1,0,1,25.47345618670875,7.423659950211137,0.0111406271485798,0.7818155976862478,0.7724312518109545,1,0.010345959856938564,0.0007946672916412353,0.7946672916412354,0.5562671041488647,4.0,2048.0,1,0.004,1,edge,0,0,0.0,0.8,1.0,0.996,1.0,0.996,0,0.996,0.996,1,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2456,DT-FedDQL,1,edge,1,0,0.65,0,0,1,31.13289536363813,15.362110940914786,0.029417029498174093,0.741634037917623,0.75753426051641,1,0.028067106072757246,0.0013499234254168485,1.4080979442596435,0.9856685609817504,,,0,0.10250000000000001,1,edge,0,0,0.0,0.8,1.0,0.8975,1.0,0.8975,0,0.8975,0.8975,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2457,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.01832168607101,24.002716614601095,0.02943311091694936,0.7408510614154286,0.7471293771404962,1,0.027262525509885463,0.0021705854070638965,0.9022093296051026,0.6315465307235718,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2458,DT-FedDQL,1,edge,1,0,0.65,0,0,1,31.77226833742509,23.795639732371974,0.03351066222494564,0.7415319105477715,0.7766285392073902,1,0.02932558994142697,0.00418507228351867,2.336467618942261,1.6355273332595825,,,0,0.10250000000000001,1,edge,0,0,0.0,0.8,1.0,0.8975,1.0,0.8975,0,0.8975,0.8975,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2459,DT-FedDQL,1,edge,1,0,0.65,0,0,1,30.761945073032997,23.308029578848465,0.02966043875559807,0.7413957407213029,0.7465795728435132,1,0.027303034791752126,0.002357403963845946,0.8754776763916016,0.6128343734741211,,,0,0.10250000000000001,1,edge,0,0,0.0,0.8,1.0,0.8975,1.0,0.8975,0,0.8975,0.8975,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2460,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.27286144224227,19.93552848598218,0.03195386634318036,0.7402042547397029,0.7626022149652953,1,0.02820241708581093,0.0037514492573694274,1.6545034408569337,1.1581524085998536,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2461,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.19653358013451,27.70575075956626,0.03149720354243988,0.7403744670227885,0.7640482534791695,1,0.028322933060173017,0.0031742704822668596,1.724810276031494,1.2073671932220458,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2462,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.66280451822126,20.64296016574729,0.028366239493920448,0.7401702122830857,0.7482236226741996,1,0.02723902158505045,0.0011272179088699982,0.9554118824005127,0.6687883176803588,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2463,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.236429202301984,17.764750323145456,0.029687104217600915,0.74023829719632,0.7622671586482447,1,0.02818490267936164,0.0015022015382392731,1.6382129001617431,1.1467490301132202,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2464,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.25672140837453,18.294207769014463,0.036336816205014166,0.7403404245661714,0.7628439724323961,0,0.0282378249757007,0.008098991229313467,1.6662577629089355,1.1663804340362547,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2465,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.962468502593985,17.155723857404627,0.03230674676524861,0.7401702122830857,0.7577132777104957,1,0.027871665254136858,0.004435081511111752,1.4168018150329589,0.9917612705230712,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2466,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.4026863411621,19.2311430504856,0.03101511243959766,0.7401702122830857,0.7751349732150239,1,0.029033111621105404,0.001982000818492256,2.263849983215332,1.5846949882507322,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2467,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.96557344561156,20.2747663795899,0.03030611715841798,0.7401361698264686,0.7489479431725156,1,0.02728248693691742,0.0030236302215005608,0.9906285667419433,0.6934399967193603,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2468,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.84786035573984,24.27297000779948,0.0297920380662965,0.7402723396529372,0.7603523794092648,1,0.028062073411450415,0.0017299646548460854,1.5451157474517823,1.0815810232162475,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2469,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.92911521725083,19.193190811052556,0.02920834844094971,0.7400340424566171,0.759476561579381,1,0.027969926786646164,0.001238421654303547,1.5025332164764404,1.0517732515335083,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
2470,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.92216715581549,20.386036229895854,0.028844644380330298,0.7400340424566171,0.7558434617159793,1,0.027727720129086048,0.0011169242512442492,1.3258907890319824,0.9281235523223876,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
